"YR","RD","Player.Name","TM","OPP","K","M","H","G","B","HO","T","CLG","FF","FA","TOG","Ground","MB","DS","Score","Margin","Total"
"2018","2","Begley, Josh","ESS","FRE","5","3","7","2","1","0","2","5","0","2","69","Optus Stadium","47","53",90,-16,196
"2018","2","Bellchambers, Tom","ESS","FRE","6","2","5","2","0","16","3","3","1","3","82","Optus Stadium","70","66",90,-16,196
"2018","2","Brown, Mitch","ESS","FRE","8","6","8","0","0","0","3","4","0","0","83","Optus Stadium","64","70",90,-16,196
"2018","2","Daniher, Joe","ESS","FRE","9","3","5","0","1","2","2","7","1","3","96","Optus Stadium","42","49",90,-16,196
"2018","2","Dea, Matt","ESS","FRE","7","5","8","0","0","0","1","2","0","0","76","Optus Stadium","55","56",90,-16,196
"2018","2","Goddard, Brendon","ESS","FRE","10","6","11","0","0","0","0","2","0","0","95","Optus Stadium","70","70",90,-16,196
"2018","2","Green, Josh","ESS","FRE","9","2","3","2","1","0","4","2","0","1","72","Optus Stadium","64","65",90,-16,196
"2018","2","Hartley, Michael","ESS","FRE","7","3","4","0","0","0","1","3","0","1","79","Optus Stadium","36","39",90,-16,196
"2018","2","Heppell, Dyson","ESS","FRE","12","5","12","1","0","0","7","6","2","3","92","Optus Stadium","102","102",90,-16,196
"2018","2","Hooker, Cale","ESS","FRE","7","4","5","1","1","0","2","2","2","0","94","Optus Stadium","62","60",90,-16,196
"2018","2","Hurley, Michael","ESS","FRE","18","8","7","0","0","0","0","3","1","0","97","Optus Stadium","94","93",90,-16,196
"2018","2","Langford, Kyle","ESS","FRE","11","2","4","1","0","0","3","3","1","1","66","Optus Stadium","61","63",90,-16,196
"2018","2","McDonald-Tipungwuti, Anthony","ESS","FRE","5","1","2","1","0","0","1","1","1","0","72","Optus Stadium","33","33",90,-16,196
"2018","2","McGrath, Andrew","ESS","FRE","7","0","9","0","0","0","3","3","0","2","77","Optus Stadium","42","45",90,-16,196
"2018","2","McKenna, Conor","ESS","FRE","10","3","14","1","0","0","2","0","2","0","86","Optus Stadium","90","83",90,-16,196
"2018","2","Merrett, Zach","ESS","FRE","10","0","11","0","0","0","6","1","2","0","83","Optus Stadium","79","78",90,-16,196
"2018","2","Parish, Darcy","ESS","FRE","8","5","14","0","0","0","3","1","1","1","75","Optus Stadium","84","77",90,-16,196
"2018","2","Saad, Adam","ESS","FRE","6","2","10","0","0","0","2","3","1","1","82","Optus Stadium","48","50",90,-16,196
"2018","2","Smith, Devon","ESS","FRE","11","2","9","1","0","0","13","3","3","1","81","Optus Stadium","117","115",90,-16,196
"2018","2","Stewart, James","ESS","FRE","8","6","4","2","1","0","0","4","1","3","85","Optus Stadium","60","55",90,-16,196
"2018","2","Stringer, Jake","ESS","FRE","4","1","5","0","0","0","5","0","0","0","73","Optus Stadium","46","45",90,-16,196
"2018","2","Zaharakis, David","ESS","FRE","14","2","10","0","0","0","9","3","3","1","86","Optus Stadium","106","104",90,-16,196
"2018","2","Bontempelli, Marcus","WB","WCE","11","2","12","1","0","0","3","4","1","3","85","Etihad Stadium","74","73",70,-51,191
"2018","2","Cordy, Zaine","WB","WCE","13","9","5","0","0","0","1","4","0","1","98","Etihad Stadium","77","77",70,-51,191
"2018","2","Dahlhaus, Luke","WB","WCE","6","4","9","0","0","0","3","2","1","1","82","Etihad Stadium","61","58",70,-51,191
"2018","2","Dale, Bailey","WB","WCE","6","3","7","0","1","0","0","2","0","1","84","Etihad Stadium","39","39",70,-51,191
"2018","2","Daniel, Caleb","WB","WCE","9","7","4","0","0","0","1","4","0","1","80","Etihad Stadium","55","57",70,-51,191
"2018","2","Dunkley, Josh","WB","WCE","9","7","4","2","2","0","3","3","1","2","88","Etihad Stadium","83","77",70,-51,191
"2018","2","English, Tim","WB","WCE","4","2","3","0","1","6","2","3","2","2","79","Etihad Stadium","38","35",70,-51,191
"2018","2","Gowers, Billy","WB","WCE","11","8","2","1","3","0","0","1","0","0","82","Etihad Stadium","75","70",70,-51,191
"2018","2","Honeychurch, Mitch","WB","WCE","13","6","6","0","0","0","0","2","1","1","80","Etihad Stadium","72","67",70,-51,191
"2018","2","Hunter, Lachie","WB","WCE","19","9","7","2","0","0","2","2","4","1","93","Etihad Stadium","133","119",70,-51,191
"2018","2","Johannisen, Jason","WB","WCE","15","2","8","0","0","0","1","2","2","0","85","Etihad Stadium","73","73",70,-51,191
"2018","2","Jong, Lin","WB","WCE","5","3","4","0","1","0","4","1","0","0","77","Etihad Stadium","49","49",70,-51,191
"2018","2","Macrae, Jack","WB","WCE","19","6","12","3","0","0","4","1","1","0","87","Etihad Stadium","139","134",70,-51,191
"2018","2","McLean, Toby","WB","WCE","15","3","16","0","1","0","5","0","3","0","77","Etihad Stadium","119","110",70,-51,191
"2018","2","Naughton, Aaron","WB","WCE","8","7","4","0","0","0","2","2","0","0","83","Etihad Stadium","62","61",70,-51,191
"2018","2","Richards, Ed","WB","WCE","5","6","6","0","0","0","1","2","0","1","85","Etihad Stadium","49","46",70,-51,191
"2018","2","Roughead, Jordan","WB","WCE","4","1","1","0","0","3","2","3","0","2","42","Etihad Stadium","20","22",70,-51,191
"2018","2","Suckling, Matt","WB","WCE","13","6","6","0","1","0","1","2","1","0","81","Etihad Stadium","77","75",70,-51,191
"2018","2","Trengove, Jackson","WB","WCE","6","5","7","0","1","4","1","2","0","1","90","Etihad Stadium","55","53",70,-51,191
"2018","2","Webb, Lukas","WB","WCE","5","2","5","0","0","0","4","1","1","1","72","Etihad Stadium","49","45",70,-51,191
"2018","2","Williams, Bailey","WB","WCE","15","8","2","0","1","0","2","2","1","0","86","Etihad Stadium","87","83",70,-51,191
"2018","2","Wood, Easton","WB","WCE","8","9","4","0","0","0","0","0","0","0","83","Etihad Stadium","68","59",70,-51,191
"2018","2","Barrass, Tom","WCE","WB","11","6","3","0","0","0","2","1","3","0","88","Etihad Stadium","77","68",121,51,191
"2018","2","Cripps, Jamie","WCE","WB","10","6","6","1","0","0","3","1","1","0","88","Etihad Stadium","84","79",121,51,191
"2018","2","Darling, Jack","WCE","WB","10","11","6","4","0","0","1","1","1","1","87","Etihad Stadium","114","101",121,51,191
"2018","2","Duggan, Liam","WCE","WB","14","6","3","0","1","0","1","6","0","0","89","Etihad Stadium","59","71",121,51,191
"2018","2","Gaff, Andrew","WCE","WB","16","5","11","1","0","0","1","2","0","1","87","Etihad Stadium","94","92",121,51,191
"2018","2","Hurn, Shannon","WCE","WB","22","10","7","0","0","0","2","0","0","0","89","Etihad Stadium","128","118",121,51,191
"2018","2","Jetta, Lewis","WCE","WB","15","8","8","0","0","0","0","1","0","0","84","Etihad Stadium","90","85",121,51,191
"2018","2","LeCras, Mark","WCE","WB","11","4","5","2","0","0","5","3","2","1","87","Etihad Stadium","88","86",121,51,191
"2018","2","Lycett, Scott","WCE","WB","12","5","3","2","1","21","6","5","3","2","76","Etihad Stadium","114","112",121,51,191
"2018","2","Masten, Chris","WCE","WB","11","4","9","0","0","0","1","0","0","0","84","Etihad Stadium","71","67",121,51,191
"2018","2","McGovern, Jeremy","WCE","WB","11","8","3","0","1","0","0","0","0","0","80","Etihad Stadium","72","64",121,51,191
"2018","2","Naitanui, Nic","WCE","WB","5","1","3","0","0","33","3","1","1","0","56","Etihad Stadium","70","70",121,51,191
"2018","2","Nelson, Jackson","WCE","WB","10","7","1","0","0","0","2","1","0","0","89","Etihad Stadium","65","61",121,51,191
"2018","2","Redden, Jack","WCE","WB","8","5","9","0","0","0","4","4","0","2","83","Etihad Stadium","66","67",121,51,191
"2018","2","Rioli, Willie","WCE","WB","5","2","3","0","1","0","2","6","1","4","69","Etihad Stadium","23","25",121,51,191
"2018","2","Ryan, Liam","WCE","WB","11","6","3","3","3","0","3","1","1","0","70","Etihad Stadium","96","91",121,51,191
"2018","2","Sheed, Dom","WCE","WB","11","2","7","0","0","0","2","3","0","1","73","Etihad Stadium","54","58",121,51,191
"2018","2","Sheppard, Brad","WCE","WB","10","6","4","0","0","0","1","0","1","0","89","Etihad Stadium","69","61",121,51,191
"2018","2","Shuey, Luke","WCE","WB","10","4","8","0","0","0","3","3","1","1","85","Etihad Stadium","68","68",121,51,191
"2018","2","Venables, Daniel","WCE","WB","9","7","3","3","1","0","0","6","0","2","77","Etihad Stadium","62","67",121,51,191
"2018","2","Waterman, Jake","WCE","WB","7","4","6","2","0","0","0","1","0","1","87","Etihad Stadium","58","54",121,51,191
"2018","2","Yeo, Elliot","WCE","WB","16","7","4","0","0","0","7","3","3","3","83","Etihad Stadium","112","99",121,51,191
"2018","2","Cunningham, Harry","SYD","PORT","14","2","7","1","1","0","2","2","0","1","78","Sydney Cricket Ground","73","74",71,-23,165
"2018","2","Florent, Oliver","SYD","PORT","15","4","5","0","1","0","4","2","2","1","82","Sydney Cricket Ground","88","83",71,-23,165
"2018","2","Fox, Robbie","SYD","PORT","7","1","5","0","0","0","1","3","1","0","80","Sydney Cricket Ground","33","39",71,-23,165
"2018","2","Franklin, Lance","SYD","PORT","15","5","0","4","2","0","2","4","0","1","96","Sydney Cricket Ground","87","91",71,-23,165
"2018","2","Grundy, Heath","SYD","PORT","7","4","9","0","0","0","2","2","1","0","78","Sydney Cricket Ground","60","60",71,-23,165
"2018","2","Hannebery, Dan","SYD","PORT","9","3","9","0","0","0","6","2","1","2","62","Sydney Cricket Ground","78","73",71,-23,165
"2018","2","Hayward, Will","SYD","PORT","3","0","5","1","0","0","2","2","0","1","77","Sydney Cricket Ground","27","30",71,-23,165
"2018","2","Heeney, Isaac","SYD","PORT","13","2","9","1","0","0","5","5","2","1","81","Sydney Cricket Ground","82","88",71,-23,165
"2018","2","Hewett, George","SYD","PORT","7","1","13","0","0","0","4","3","0","1","80","Sydney Cricket Ground","58","63",71,-23,165
"2018","2","Jack, Kieren","SYD","PORT","12","2","4","0","1","0","4","2","2","1","71","Sydney Cricket Ground","69","66",71,-23,165
"2018","2","Kennedy, Josh","SYD","PORT","16","3","17","0","1","0","4","8","0","1","86","Sydney Cricket Ground","87","105",71,-23,165
"2018","2","Lloyd, Jake","SYD","PORT","11","5","9","0","0","0","2","2","1","0","89","Sydney Cricket Ground","76","75",71,-23,165
"2018","2","McVeigh, Jarrad","SYD","PORT","18","6","10","0","0","0","2","5","1","2","81","Sydney Cricket Ground","94","95",71,-23,165
"2018","2","Melican, Lewis","SYD","PORT","8","3","3","0","0","0","3","1","0","0","87","Sydney Cricket Ground","51","51",71,-23,165
"2018","2","Mills, Callum","SYD","PORT","8","4","6","0","0","0","2","5","0","2","87","Sydney Cricket Ground","45","50",71,-23,165
"2018","2","Papley, Tom","SYD","PORT","10","4","6","1","2","0","2","3","1","2","86","Sydney Cricket Ground","68","65",71,-23,165
"2018","2","Parker, Luke","SYD","PORT","11","1","16","1","0","1","6","3","1","1","87","Sydney Cricket Ground","94","97",71,-23,165
"2018","2","Rampe, Dane","SYD","PORT","5","2","3","0","0","0","1","3","0","0","85","Sydney Cricket Ground","24","31",71,-23,165
"2018","2","Rohan, Gary","SYD","PORT","5","3","2","0","1","0","5","2","1","1","74","Sydney Cricket Ground","49","47",71,-23,165
"2018","2","Sinclair, Callum","SYD","PORT","6","1","5","0","1","44","4","4","1","0","80","Sydney Cricket Ground","84","93",71,-23,165
"2018","2","Smith, Nick","SYD","PORT","11","4","10","0","0","0","5","3","2","0","97","Sydney Cricket Ground","86","87",71,-23,165
"2018","2","Towers, Dean","SYD","PORT","6","5","10","1","0","6","3","3","0","2","74","Sydney Cricket Ground","73","71",71,-23,165
"2018","2","Barry, Dom","PORT","SYD","6","2","9","0","0","0","7","2","1","0","65","Sydney Cricket Ground","69","71",94,23,165
"2018","2","Boak, Travis","PORT","SYD","11","1","11","2","0","0","2","2","2","1","87","Sydney Cricket Ground","79","77",94,23,165
"2018","2","Bonner, Riley","PORT","SYD","11","5","7","1","1","0","1","2","0","1","86","Sydney Cricket Ground","72","70",94,23,165
"2018","2","Byrne-Jones, Darcy","PORT","SYD","11","3","9","0","0","0","0","2","0","0","83","Sydney Cricket Ground","57","60",94,23,165
"2018","2","Clurey, Tom","PORT","SYD","10","4","1","0","0","0","0","1","2","0","91","Sydney Cricket Ground","51","46",94,23,165
"2018","2","Dixon, Charlie","PORT","SYD","9","2","8","0","0","32","5","2","1","1","85","Sydney Cricket Ground","100","99",94,23,165
"2018","2","Ebert, Brad","PORT","SYD","6","4","7","0","0","0","9","2","1","1","90","Sydney Cricket Ground","81","78",94,23,165
"2018","2","Gray, Robbie","PORT","SYD","12","3","14","1","0","0","10","3","0","0","83","Sydney Cricket Ground","113","119",94,23,165
"2018","2","Gray, Sam","PORT","SYD","11","5","6","0","1","0","6","3","1","2","83","Sydney Cricket Ground","84","80",94,23,165
"2018","2","Hartlett, Hamish","PORT","SYD","12","10","1","0","1","0","2","1","0","0","77","Sydney Cricket Ground","84","77",94,23,165
"2018","2","Houston, Dan","PORT","SYD","10","2","4","0","0","0","4","2","3","0","76","Sydney Cricket Ground","65","63",94,23,165
"2018","2","Howard, Dougal","PORT","SYD","4","1","3","0","0","0","0","1","2","1","92","Sydney Cricket Ground","25","20",94,23,165
"2018","2","Jonas, Tom","PORT","SYD","15","11","4","0","0","0","2","3","2","0","95","Sydney Cricket Ground","102","96",94,23,165
"2018","2","Marshall, Todd","PORT","SYD","7","3","5","3","1","0","0","1","0","1","52","Sydney Cricket Ground","59","56",94,23,165
"2018","2","Motlop, Steven","PORT","SYD","11","2","9","1","2","0","2","4","1","2","85","Sydney Cricket Ground","66","68",94,23,165
"2018","2","Polec, Jared","PORT","SYD","17","4","4","2","1","0","2","1","0","1","86","Sydney Cricket Ground","93","89",94,23,165
"2018","2","Powell-Pepper, Sam","PORT","SYD","5","0","4","1","0","0","9","4","1","1","81","Sydney Cricket Ground","56","63",94,23,165
"2018","2","Rockliff, Tom","PORT","SYD","7","0","2","0","0","0","2","2","0","0","66","Sydney Cricket Ground","27","33",94,23,165
"2018","2","Watts, Jack","PORT","SYD","4","0","6","0","0","0","5","1","1","0","84","Sydney Cricket Ground","44","45",94,23,165
"2018","2","Westhoff, Justin","PORT","SYD","19","1","8","0","0","11","6","6","2","3","82","Sydney Cricket Ground","100","104",94,23,165
"2018","2","Wines, Ollie","PORT","SYD","18","3","17","1","0","1","6","3","0","1","79","Sydney Cricket Ground","122","125",94,23,165
"2018","2","Wingard, Chad","PORT","SYD","10","3","2","2","2","0","0","5","0","1","91","Sydney Cricket Ground","45","54",94,23,165
"2018","2","Ablett, Gary","GEEL","HAW","17","7","18","1","1","0","6","5","2","1","93","Melbourne Cricket Ground","137","138",117,-1,235
"2018","2","Bews, Jed","GEEL","HAW","5","5","3","0","1","0","2","1","0","1","86","Melbourne Cricket Ground","47","42",117,-1,235
"2018","2","Blicavs, Mark","GEEL","HAW","9","5","9","0","0","7","4","1","2","1","88","Melbourne Cricket Ground","91","82",117,-1,235
"2018","2","Cockatoo, Nakia","GEEL","HAW","3","1","7","0","0","0","1","2","1","0","73","Melbourne Cricket Ground","28","31",117,-1,235
"2018","2","Dangerfield, Patrick","GEEL","HAW","16","4","15","2","1","0","3","0","3","0","89","Melbourne Cricket Ground","128","118",117,-1,235
"2018","2","Fogarty, Lachie","GEEL","HAW","5","1","3","1","0","0","3","0","0","0","62","Melbourne Cricket Ground","43","42",117,-1,235
"2018","2","Gregson, Cory","GEEL","HAW","9","5","2","1","0","0","2","4","0","1","78","Melbourne Cricket Ground","53","57",117,-1,235
"2018","2","Guthrie, Cameron","GEEL","HAW","11","3","14","0","0","0","1","3","2","2","88","Melbourne Cricket Ground","74","70",117,-1,235
"2018","2","Guthrie, Zach","GEEL","HAW","9","5","3","0","0","0","1","2","1","2","92","Melbourne Cricket Ground","54","47",117,-1,235
"2018","2","Hawkins, Tom","GEEL","HAW","9","7","2","1","1","0","3","1","1","1","93","Melbourne Cricket Ground","78","69",117,-1,235
"2018","2","Henry, Jack","GEEL","HAW","3","2","2","0","0","0","2","0","1","0","35","Melbourne Cricket Ground","32","28",117,-1,235
"2018","2","Kelly, Tim","GEEL","HAW","20","6","7","1","0","0","4","6","4","1","86","Melbourne Cricket Ground","114","115",117,-1,235
"2018","2","Kolodjashnij, Jake","GEEL","HAW","8","5","7","0","0","0","0","0","0","0","85","Melbourne Cricket Ground","58","53",117,-1,235
"2018","2","Menegola, Sam","GEEL","HAW","7","4","7","1","0","0","0","3","0","1","66","Melbourne Cricket Ground","48","50",117,-1,235
"2018","2","Menzel, Daniel","GEEL","HAW","11","7","6","4","1","0","2","1","2","0","86","Melbourne Cricket Ground","109","101",117,-1,235
"2018","2","OConnor, Mark","GEEL","HAW","8","7","4","0","0","0","2","2","1","2","84","Melbourne Cricket Ground","65","56",117,-1,235
"2018","2","Parfitt, Brandan","GEEL","HAW","6","1","9","1","0","0","5","2","1","1","78","Melbourne Cricket Ground","63","63",117,-1,235
"2018","2","Parsons, James","GEEL","HAW","6","3","1","2","0","0","1","0","0","0","84","Melbourne Cricket Ground","48","45",117,-1,235
"2018","2","Selwood, Joel","GEEL","HAW","9","5","20","1","0","0","5","4","5","1","88","Melbourne Cricket Ground","116","110",117,-1,235
"2018","2","Stanley, Rhys","GEEL","HAW","4","2","7","2","0","28","2","4","0","3","83","Melbourne Cricket Ground","70","71",117,-1,235
"2018","2","Stewart, Tom","GEEL","HAW","18","7","6","0","0","0","2","0","1","0","87","Melbourne Cricket Ground","105","96",117,-1,235
"2018","2","Tuohy, Zach","GEEL","HAW","20","10","7","0","0","0","0","3","0","1","96","Melbourne Cricket Ground","105","101",117,-1,235
"2018","2","Brand, Kaiden","HAW","GEEL","3","2","5","0","0","0","1","2","0","1","95","Melbourne Cricket Ground","25","26",118,1,235
"2018","2","Breust, Luke","HAW","GEEL","7","1","6","0","2","0","6","4","1","3","84","Melbourne Cricket Ground","54","54",118,1,235
"2018","2","Burgoyne, Shaun","HAW","GEEL","1","1","3","0","1","0","1","0","0","0","18","Melbourne Cricket Ground","18","17",118,1,235
"2018","2","Burton, Ryan","HAW","GEEL","9","4","8","0","0","0","1","6","1","4","83","Melbourne Cricket Ground","48","48",118,1,235
"2018","2","Duryea, Taylor","HAW","GEEL","11","7","8","0","0","0","0","2","0","1","81","Melbourne Cricket Ground","71","67",118,1,235
"2018","2","Gunston, Jack","HAW","GEEL","10","8","3","2","2","0","3","1","0","0","89","Melbourne Cricket Ground","91","86",118,1,235
"2018","2","Hardwick, Blake","HAW","GEEL","13","9","2","0","0","0","3","1","0","0","81","Melbourne Cricket Ground","88","82",118,1,235
"2018","2","Henderson, Ricky","HAW","GEEL","12","5","7","2","2","0","4","3","1","2","75","Melbourne Cricket Ground","94","90",118,1,235
"2018","2","Howe, Daniel","HAW","GEEL","11","5","5","1","0","0","6","2","2","1","93","Melbourne Cricket Ground","93","87",118,1,235
"2018","2","Impey, Jarman","HAW","GEEL","11","2","5","2","1","0","3","1","1","0","77","Melbourne Cricket Ground","76","75",118,1,235
"2018","2","McEvoy, Ben","HAW","GEEL","6","5","10","1","0","43","3","1","2","0","90","Melbourne Cricket Ground","122","116",118,1,235
"2018","2","Mitchell, Tom","HAW","GEEL","21","4","19","2","0","0","4","6","2","2","92","Melbourne Cricket Ground","133","137",118,1,235
"2018","2","OBrien, Tim","HAW","GEEL","8","4","1","0","1","0","0","0","0","0","78","Melbourne Cricket Ground","43","39",118,1,235
"2018","2","OMeara, Jaeger","HAW","GEEL","9","3","12","1","0","0","3","5","1","4","73","Melbourne Cricket Ground","69","67",118,1,235
"2018","2","Puopolo, Paul","HAW","GEEL","5","1","4","1","0","0","1","2","2","1","84","Melbourne Cricket Ground","37","35",118,1,235
"2018","2","Rioli, Cyril","HAW","GEEL","2","2","5","0","0","0","3","1","0","1","80","Melbourne Cricket Ground","33","31",118,1,235
"2018","2","Roughead, Jarryd","HAW","GEEL","11","5","3","2","3","7","1","4","2","3","88","Melbourne Cricket Ground","79","73",118,1,235
"2018","2","Schoenmakers, Ryan","HAW","GEEL","4","2","1","0","1","0","0","0","0","0","78","Melbourne Cricket Ground","23","21",118,1,235
"2018","2","Shiels, Liam","HAW","GEEL","11","6","4","1","0","0","13","1","0","1","80","Melbourne Cricket Ground","120","114",118,1,235
"2018","2","Sicily, James","HAW","GEEL","14","3","5","0","0","0","2","4","3","1","93","Melbourne Cricket Ground","69","69",118,1,235
"2018","2","Smith, Isaac","HAW","GEEL","16","5","4","2","1","0","3","2","1","1","88","Melbourne Cricket Ground","98","94",118,1,235
"2018","2","Stratton, Ben","HAW","GEEL","6","4","2","0","0","0","1","2","0","1","100","Melbourne Cricket Ground","36","35",118,1,235
"2018","3","Casboult, Levi","CARL","COLL","11","3","3","4","2","11","2","3","3","2","80","Melbourne Cricket Ground","96","90",76,-24,176
"2018","3","Cripps, Patrick","CARL","COLL","14","7","12","1","1","0","1","8","3","4","87","Melbourne Cricket Ground","90","89",76,-24,176
"2018","3","Cuningham, David","CARL","COLL","7","4","7","0","0","0","1","0","0","0","86","Melbourne Cricket Ground","55","51",76,-24,176
"2018","3","Curnow, Charlie","CARL","COLL","15","9","5","2","2","0","0","2","2","1","92","Melbourne Cricket Ground","105","95",76,-24,176
"2018","3","Curnow, Ed","CARL","COLL","17","3","8","0","0","0","7","5","2","1","93","Melbourne Cricket Ground","98","103",76,-24,176
"2018","3","Dow, Paddy","CARL","COLL","9","4","6","0","1","0","2","2","2","0","75","Melbourne Cricket Ground","64","62",76,-24,176
"2018","3","Fisher, Zac","CARL","COLL","9","1","7","1","0","0","6","2","2","1","84","Melbourne Cricket Ground","75","73",76,-24,176
"2018","3","Garlett, Jarrod","CARL","COLL","9","4","3","1","1","0","5","1","0","1","77","Melbourne Cricket Ground","73","69",76,-24,176
"2018","3","Jones, Liam","CARL","COLL","6","4","4","0","0","0","1","2","0","2","98","Melbourne Cricket Ground","40","36",76,-24,176
"2018","3","Kennedy, Matthew","CARL","COLL","5","2","8","0","0","0","5","3","3","2","74","Melbourne Cricket Ground","59","54",76,-24,176
"2018","3","Kreuzer, Matthew","CARL","COLL","16","5","7","1","0","25","5","5","1","3","80","Melbourne Cricket Ground","121","120",76,-24,176
"2018","3","Lamb, Jed","CARL","COLL","5","1","4","0","0","0","1","4","0","2","83","Melbourne Cricket Ground","19","24",76,-24,176
"2018","3","Marchbank, Caleb","CARL","COLL","4","0","3","0","0","0","0","1","0","0","23","Melbourne Cricket Ground","15","18",76,-24,176
"2018","3","Mullett, Aaron","CARL","COLL","6","3","0","0","0","0","1","0","0","0","88","Melbourne Cricket Ground","34","31",76,-24,176
"2018","3","Murphy, Marc","CARL","COLL","19","9","10","0","1","0","8","3","2","0","90","Melbourne Cricket Ground","143","139",76,-24,176
"2018","3","Petrevski-Seton, Sam","CARL","COLL","4","2","11","0","0","0","2","1","0","0","80","Melbourne Cricket Ground","47","48",76,-24,176
"2018","3","Plowman, Lachie","CARL","COLL","7","4","6","0","0","0","0","1","0","0","92","Melbourne Cricket Ground","46","45",76,-24,176
"2018","3","Polson, Cameron","CARL","COLL","2","0","3","0","2","0","0","2","0","2","70","Melbourne Cricket Ground","8","8",76,-24,176
"2018","3","Simpson, Kade","CARL","COLL","16","7","4","0","0","0","3","3","0","2","92","Melbourne Cricket Ground","87","83",76,-24,176
"2018","3","Thomas, Dale","CARL","COLL","13","7","8","1","0","0","2","4","1","1","77","Melbourne Cricket Ground","88","88",76,-24,176
"2018","3","Weitering, Jacob","CARL","COLL","9","3","2","0","0","0","2","5","2","3","95","Melbourne Cricket Ground","42","41",76,-24,176
"2018","3","Wright, Matthew","CARL","COLL","5","2","7","0","0","0","1","2","0","1","83","Melbourne Cricket Ground","35","36",76,-24,176
"2018","3","Adams, Taylor","COLL","CARL","14","4","13","0","0","0","1","5","0","1","78","Melbourne Cricket Ground","73","81",100,24,176
"2018","3","Aish, James","COLL","CARL","12","7","8","1","0","0","1","0","1","0","83","Melbourne Cricket Ground","93","84",100,24,176
"2018","3","Brown, Callum","COLL","CARL","8","2","12","0","0","0","5","1","1","1","77","Melbourne Cricket Ground","76","72",100,24,176
"2018","3","Cox, Mason","COLL","CARL","3","6","6","0","0","4","3","3","2","1","80","Melbourne Cricket Ground","58","54",100,24,176
"2018","3","Crisp, Jack","COLL","CARL","18","9","14","0","0","0","2","2","1","1","88","Melbourne Cricket Ground","123","115",100,24,176
"2018","3","Crocker, Ben","COLL","CARL","5","4","5","0","0","0","2","3","1","1","76","Melbourne Cricket Ground","43","43",100,24,176
"2018","3","Dunn, Lynden","COLL","CARL","9","5","4","0","0","0","3","5","3","4","90","Melbourne Cricket Ground","61","53",100,24,176
"2018","3","Grundy, Brodie","COLL","CARL","11","6","14","0","0","32","8","3","4","2","85","Melbourne Cricket Ground","152","141",100,24,176
"2018","3","Hoskin-Elliott, Will","COLL","CARL","14","7","4","3","1","0","1","3","1","0","86","Melbourne Cricket Ground","95","95",100,24,176
"2018","3","Howe, Jeremy","COLL","CARL","14","7","4","0","0","0","1","4","3","1","86","Melbourne Cricket Ground","79","75",100,24,176
"2018","3","Langdon, Tom","COLL","CARL","14","7","8","0","0","0","2","2","1","1","90","Melbourne Cricket Ground","91","85",100,24,176
"2018","3","Maynard, Brayden","COLL","CARL","8","3","10","0","0","0","3","2","1","1","83","Melbourne Cricket Ground","65","63",100,24,176
"2018","3","Murray, Sam","COLL","CARL","13","7","8","0","0","0","4","2","1","1","76","Melbourne Cricket Ground","96","90",100,24,176
"2018","3","Pendlebury, Scott","COLL","CARL","11","4","10","0","0","0","12","0","1","0","82","Melbourne Cricket Ground","120","114",100,24,176
"2018","3","Phillips, Tom","COLL","CARL","9","6","11","0","0","0","6","1","2","0","86","Melbourne Cricket Ground","100","93",100,24,176
"2018","3","Reid, Ben","COLL","CARL","10","7","2","3","0","1","1","2","2","0","85","Melbourne Cricket Ground","85","80",100,24,176
"2018","3","Scharenberg, Matt","COLL","CARL","6","3","12","0","0","0","0","2","2","2","86","Melbourne Cricket Ground","54","47",100,24,176
"2018","3","Sidebottom, Steele","COLL","CARL","16","7","18","3","0","0","4","7","1","4","81","Melbourne Cricket Ground","128","128",100,24,176
"2018","3","Stephenson, Jaidyn","COLL","CARL","3","2","3","0","0","0","3","0","0","0","70","Melbourne Cricket Ground","35","33",100,24,176
"2018","3","Thomas, Josh","COLL","CARL","11","5","4","5","0","0","6","1","0","1","75","Melbourne Cricket Ground","112","107",100,24,176
"2018","3","Treloar, Adam","COLL","CARL","12","5","14","1","2","0","0","4","0","1","79","Melbourne Cricket Ground","80","84",100,24,176
"2018","3","Varcoe, Travis","COLL","CARL","6","0","6","0","1","0","1","2","0","0","75","Melbourne Cricket Ground","29","35",100,24,176
"2018","3","Barry, Dom","PORT","BL","6","4","6","0","1","0","0","1","0","1","79","Adelaide Oval","44","40",97,5,189
"2018","3","Boak, Travis","PORT","BL","12","6","6","1","1","0","2","2","1","1","83","Adelaide Oval","84","79",97,5,189
"2018","3","Bonner, Riley","PORT","BL","18","10","4","0","0","0","0","4","0","3","89","Adelaide Oval","90","83",97,5,189
"2018","3","Byrne-Jones, Darcy","PORT","BL","6","5","5","0","0","0","2","1","0","0","85","Adelaide Oval","53","51",97,5,189
"2018","3","Clurey, Tom","PORT","BL","7","4","0","0","0","0","1","1","0","0","94","Adelaide Oval","38","37",97,5,189
"2018","3","Dixon, Charlie","PORT","BL","7","2","7","1","2","6","4","7","3","3","92","Adelaide Oval","61","65",97,5,189
"2018","3","Ebert, Brad","PORT","BL","8","3","15","1","0","0","3","7","1","4","80","Adelaide Oval","66","70",97,5,189
"2018","3","Gray, Robbie","PORT","BL","9","3","13","1","1","0","3","1","4","0","91","Adelaide Oval","93","85",97,5,189
"2018","3","Gray, Sam","PORT","BL","13","9","8","3","1","0","2","1","0","0","78","Adelaide Oval","115","109",97,5,189
